sentence|sentiment|chapter|book|spells|characters|groups
 The Forbidden Forest looked as though it  had been enchanted, each tree smattered with silver,  and Hagrid’s cabin looked like an iced cake|0.3182|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid'}|{'Teacher', 'Order of the Phoenix', 'Gamekeeper'}
  Ron knocked, but there was no answer|-0.4215|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
  “He’s not out, is he?” said Hermione, who was  shivering under her cloak|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Hermione Granger'}|"{'Golden Trio', 'Gryffindor', 'Prefect', ""Dumbledore's Army""}"
  Ron had his ear to the door|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
  “There’s a weird noise,” he said|-0.1779|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 “Listen — is that  Fang?”  Harry and Hermione put their ears to the door too|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter', 'Fang', 'Hermione Granger'}|"{'Golden Trio', 'Pet', 'Gryffindor', 'Prefect', 'Hagrids Pet', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  From inside the cabin came a series of low, throbbing  moans|-0.4019|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  “Think we’d better go and get someone?” said Ron  nervously|0.3182|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
  “Hagrid!” called Harry, thumping the door|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid', 'Harry Potter'}|"{'Golden Trio', 'Order of the Phoenix', 'Gamekeeper', 'Teacher', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 “Hagrid,  are you in there?”  There was a sound of heavy footsteps, then the door  creaked open|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid'}|{'Teacher', 'Order of the Phoenix', 'Gamekeeper'}
 Hagrid stood there with his eyes red  and swollen, tears splashing down the front of his  leather vest|-0.2263|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid'}|{'Teacher', 'Order of the Phoenix', 'Gamekeeper'}
  “Yeh’ve heard?” he bellowed, and he flung himself  onto Harry’s neck|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  Hagrid being at least twice the size of a normal man,  this was no laughing matter|-0.4023|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid'}|{'Teacher', 'Order of the Phoenix', 'Gamekeeper'}
 Harry, about to collapse  under Hagrid’s weight, was rescued by Ron and  Hermione, who each seized Hagrid under an arm and  heaved him back into the cabin|-0.1027|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid', 'Harry Potter', 'Hermione Granger', 'Ron Weasley'}|"{'Golden Trio', 'Gamekeeper', 'Order of the Phoenix', 'Teacher', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 Hagrid allowed  himself to be steered into a chair and slumped over  the table, sobbing uncontrollably, his face glazed with  tears that dripped down into his tangled beard|-0.7184|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid'}|{'Teacher', 'Order of the Phoenix', 'Gamekeeper'}
  “Hagrid, what is it?” said Hermione, aghast|-0.4404|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid', 'Hermione Granger'}|"{'Golden Trio', 'Gamekeeper', 'Order of the Phoenix', 'Teacher', 'Gryffindor', 'Prefect', ""Dumbledore's Army""}"
  Harry spotted an official-looking letter lying open on  the table|-0.5267|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  “What’s this, Hagrid?”  Hagrid’s sobs redoubled, but he shoved the letter  toward Harry, who picked it up and read aloud:  Dear Mr Hagrid,  Further to our inquiry into the attack by a hippogriff on  a student in your class, we have accepted the  assurances of Professor Dumbledore that you bear no  responsibility for the regrettable incident|-0.6705|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid', 'Albus Dumbledore', 'Harry Potter'}|"{'Golden Trio', 'Gamekeeper', 'Order of the Phoenix', 'Teacher', 'Gryffindor', ""Dumbledore's Army"", 'Headmaster', 'Potter Family', 'Gryffindor Quidditch'}"
  “Well, that’s okay then, Hagrid!” said Ron, clapping  Hagrid on the shoulder|0.2942|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid', 'Ron Weasley'}|"{'Golden Trio', 'Order of the Phoenix', 'Gamekeeper', 'Teacher', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
 But Hagrid continued to sob,  and waved one of his gigantic hands, inviting Harry to  read on|0.1154|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid', 'Harry Potter'}|"{'Golden Trio', 'Order of the Phoenix', 'Gamekeeper', 'Teacher', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  However, we must register our concern about the  hippogriff in question|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 We have decided to uphold the  official complaint of Mr Lucius Malfoy, and this matter  will therefore be taken to the Committee for the  Disposal of Dangerous Creatures|-0.634|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Lucius Malfoy', 'Draco Malfoy'}|{'Slytherin', 'Death Eater', 'Inquisitorial Squad', 'Prefect', 'Slytherin Quidditch'}
 The hearing will take  place on April 20th, and we ask you to present  yourself and your hippogriff at the Committee’s offices  in London on that date|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 In the meantime, the hippogriff  should be kept tethered and isolated|-0.3182|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  Yours in fellowship |0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  There followed a list of the school governors|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  “Oh,” said Ron|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
 “But you said Buckbeak isn’t a bad  hippogriff, Hagrid|-0.5423|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid', 'Buckbeak'}|{'Pet', 'Teacher', 'Order of the Phoenix', 'Gamekeeper'}
 I bet he’ll get off — ”  “Yeh don’ know them gargoyles at the Committee fer  the Disposal o’ Dangerous Creatures!” choked Hagrid,  wiping his eyes on his sleeve|-0.7574|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid'}|{'Teacher', 'Order of the Phoenix', 'Gamekeeper'}
 “They’ve got it in fer  interestin’ creatures!”  A sudden sound from the corner of Hagrid ’s cabin  made Harry, Ron, and Hermione whip around|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid', 'Harry Potter', 'Hermione Granger', 'Ron Weasley'}|"{'Golden Trio', 'Gamekeeper', 'Order of the Phoenix', 'Teacher', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  Buckbeak the hippogriff was lying in the corner,  chomping on something that was oozing blood all over  the floor|-0.5267|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Buckbeak'}|{'Pet'}
  “I couldn’ leave him tied up out there in the snow!”  choked Hagrid|-0.5562|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid'}|{'Teacher', 'Order of the Phoenix', 'Gamekeeper'}
 “All on his own! At Christmas|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
”  Harry, Ron, and Hermione looked at one another|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter', 'Hermione Granger', 'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  They had never seen eye to eye with Hagrid about  what he called “interesting creatures” and other  people called “terrifying monsters|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid'}|{'Teacher', 'Order of the Phoenix', 'Gamekeeper'}
” On the other  hand, there didn’t seem to be any particular harm in  Buckbeak|-0.0772|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Buckbeak'}|{'Pet'}
 In fact, by Hagrid’s usual standards, he  was positively cute|0.7506|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid'}|{'Teacher', 'Order of the Phoenix', 'Gamekeeper'}
  “You’ll have to put up a good strong defense, Hagrid,”  said Hermione, sitting down and laying a hand on  Hagrid’s massive forearm|0.872|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid', 'Hermione Granger'}|"{'Golden Trio', 'Gamekeeper', 'Order of the Phoenix', 'Teacher', 'Gryffindor', 'Prefect', ""Dumbledore's Army""}"
 “I’m sure you can prove  Buckbeak is safe|0.6369|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Buckbeak'}|{'Pet'}
”  “Won’t make no difference!” sobbed Hagrid|0.1275|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid'}|{'Teacher', 'Order of the Phoenix', 'Gamekeeper'}
 “Them  Disposal devils, they’re all in Lucius Malfoy’s pocket!  Scared o’ him! An’ if I lose the case, Buckbeak — ”  Hagrid drew his finger swiftly across his throat, then  gave a great wail and lurched forward, his face in his  arms|-0.555|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Lucius Malfoy', 'Rubeus Hagrid', 'Buckbeak', 'Draco Malfoy'}|{'Slytherin', 'Pet', 'Death Eater', 'Order of the Phoenix', 'Gamekeeper', 'Teacher', 'Inquisitorial Squad', 'Prefect', 'Slytherin Quidditch'}
  “What about Dumbledore, Hagrid?” said Harry|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid', 'Harry Potter'}|"{'Golden Trio', 'Order of the Phoenix', 'Gamekeeper', 'Teacher', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  “He’s done more’n enough fer me already,” groaned  Hagrid|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid'}|{'Teacher', 'Order of the Phoenix', 'Gamekeeper'}
 “Got enough on his plate what with keepin’  them dementors outta the castle, an’ Sirius Black  lurkin’ around — ”  Ron and Hermione looked quickly at Harry, as though  expecting him to start berating Hagrid for not telling  him the truth about Black|0.3182|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Hermione Granger', 'Ron Weasley', 'Sirius Black', 'Harry Potter', 'Rubeus Hagrid'}|"{'Golden Trio', 'Order of the Phoenix', 'Gamekeeper', 'Teacher', 'Marauders', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Black Family', 'Potter Family', 'Gryffindor Quidditch'}"
 But Harry couldn’t bring  himself to do it, not now that he saw Hagrid so  miserable and scared|-0.8983|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid', 'Harry Potter'}|"{'Golden Trio', 'Order of the Phoenix', 'Gamekeeper', 'Teacher', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  “Listen, Hagrid,” he said, “you can’t give up|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid'}|{'Teacher', 'Order of the Phoenix', 'Gamekeeper'}
  Hermione’s right, you just need a good defense|0.5267|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Hermione Granger'}|"{'Golden Trio', 'Gryffindor', 'Prefect', ""Dumbledore's Army""}"
 You  can call us as witnesses — ”  “I’m sure I’ve read about a case of hippogriff-baiting,”  said Hermione thoughtfully, “where the hippogriff got  off|0.6124|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Hermione Granger'}|"{'Golden Trio', 'Gryffindor', 'Prefect', ""Dumbledore's Army""}"
 I’ll look it up for you, Hagrid, and see exactly what  happened|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid'}|{'Teacher', 'Order of the Phoenix', 'Gamekeeper'}
”  Hagrid howled still more loudly|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid'}|{'Teacher', 'Order of the Phoenix', 'Gamekeeper'}
 Harry and Hermione  looked at Ron to help them|0.4019|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter', 'Hermione Granger', 'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  “Er — shall I make a cup of tea?” said Ron|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
  Harry stared at him|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  “It’s what my mum does whenever someone’s upset,”  Ron muttered, shrugging|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
  At last, after many more assurances of help, with a  steaming mug of tea in front of him, Hagrid blew his  nose on a handkerchief the size of a tablecloth and  said, “Yer right|0.6865|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid'}|{'Teacher', 'Order of the Phoenix', 'Gamekeeper'}
 I can’ afford to go ter pieces|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Gotta  pull meself together|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
”  Fang the boarhound came timidly out from under the  table and laid his head on Hagrid ’s knee|-0.1779|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid', 'Fang'}|{'Pet', 'Order of the Phoenix', 'Gamekeeper', 'Teacher', 'Hagrids Pet'}
  “I’ve not bin meself lately,” said Hagrid, stroking Fang  with one hand and mopping his face with the other|0.4939|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid', 'Fang'}|{'Pet', 'Order of the Phoenix', 'Gamekeeper', 'Teacher', 'Hagrids Pet'}
  “Worried abou’ Buckbeak, an’ no one likin’ me classes  “We do like them!” lied Hermione at once|-0.3802|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Buckbeak', 'Hermione Granger'}|"{'Golden Trio', 'Pet', 'Gryffindor', 'Prefect', ""Dumbledore's Army""}"
  “Yeah, they’re great!” said Ron, crossing his fingers  under the table|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
 “Er — how are the flobberworms?”  “Dead,” said Hagrid gloomily|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid'}|{'Teacher', 'Order of the Phoenix', 'Gamekeeper'}
 “Too much lettuce|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
”  “Oh no!” said Ron, his lip twitching|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
  “An’ them dementors make me feel ruddy terrible an’  all,” said Hagrid, with a sudden shudder|-0.4767|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid'}|{'Teacher', 'Order of the Phoenix', 'Gamekeeper'}
 “Gotta walk  past ’em ev’ry time I want a drink in the Three  Broomsticks|0.0772|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 ’S like bein’ back in Azkaban — ”  He fell silent, gulping his tea|0.3612|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Harry, Ron, and  Hermione watched him breathlessly|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter', 'Hermione Granger', 'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
